Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Daily_Return,High_Low_Pct,Price_Change,Volatility,MA_10,MA_20,MA_50,RSI
2016-06-17 00:00:00-04:00,42.41491752553818,42.478209993872,42.02724021639949,42.30415344238281,10077500,0.323,0.0,0.0,,1.066017732955507,-0.11076408315536668,,,,,
2016-06-20 00:00:00-04:00,42.57315726565542,42.70765565994415,42.38327380643551,42.438655853271484,6497500,0.0,0.0,0.0,0.0031794138386875836,0.7643546832165626,-0.13450141238393343,,,,,
2016-06-21 00:00:00-04:00,42.494044976412255,42.6601911445876,42.4782211006676,42.5494270324707,6879100,0.0,0.0,0.0,0.0026101481531886073,0.4276674366992927,0.05538205605844837,,,,,
2016-06-22 00:00:00-04:00,42.60480681055907,42.72348436325076,42.525690454161634,42.57316207885742,5408300,0.0,0.0,0.0,0.0005578229377474209,0.4645976465707634,-0.03164473170164683,,,,,
2016-06-23 00:00:00-04:00,42.73929594104005,42.83423614501953,42.6206184224947,42.83423614501953,5642500,0.0,0.0,0.0,0.0061323625827587325,0.4987079069219455,0.09494020397948333,,,,,
2016-06-24 00:00:00-04:00,42.05098621454361,42.549424691648454,41.83736843088631,42.01142501831055,23775900,0.0,0.0,0.0,-0.01920919341069316,1.6949109925497627,-0.0395611962330662,0.010183007980028391,,,,
2016-06-27 00:00:00-04:00,41.94813081718297,42.01933674214954,41.655396689251674,41.92439651489258,19305900,0.0,0.0,0.0,-0.0020715437141215487,0.8680865633178201,-0.02373430229039286,0.009865448572372457,,,,
2016-06-28 00:00:00-04:00,42.28042225044722,42.28042225044722,41.805718105848214,42.185482025146484,11868600,0.0,0.0,0.0,0.006227531746608728,1.1252784650321979,-0.0949402253007321,0.0104402535116753,,,,
2016-06-29 00:00:00-04:00,42.40701031118185,42.69974745178168,42.272511909902484,42.67601013183594,10821000,0.0,0.0,0.0,0.01162788910168322,1.0011140698471361,0.2689998206540878,0.01207698857715154,,,,
2016-06-30 00:00:00-04:00,42.73138866744669,43.633331298828125,42.72347824017887,43.633331298828125,20984800,0.0,0.0,0.0,0.022432302458332165,2.0852248305727934,0.9019426313814378,0.01563832991645842,42.51302795410156,,,
2016-07-01 00:00:00-04:00,43.712447418473616,43.72827129102275,43.411799876230155,43.4276237487793,14933900,0.0,0.0,0.0,-0.004714458968076873,0.7287329756362517,-0.28482366969431894,0.010945804104312545,42.625374984741214,,,
2016-07-05 00:00:00-04:00,43.37224974091283,43.9498076145517,43.37224974091283,43.67289733886719,19917100,0.0,0.0,0.0,0.0056478703856042145,1.322462920555696,0.30064759795435947,0.009893006669651736,42.74879913330078,,,
2016-07-06 00:00:00-04:00,43.66498412281681,43.78366168050624,43.44345590109859,43.71245574951172,19540000,0.0,0.0,0.0,0.0009057885566325918,0.7782810953407812,0.04747162669490734,0.010435609136532558,42.865102005004886,,,
2016-07-07 00:00:00-04:00,43.82322500141346,43.90234438852005,43.53840124402178,43.625431060791016,15618100,0.0,0.0,0.0,-0.0019908441936866694,0.8342453831370186,-0.19779394062244648,0.010756755133848843,42.970328903198244,,,67.72850534212205
2016-07-08 00:00:00-04:00,43.79157371957588,44.100134777295885,43.65707529947127,44.06057357788086,10227500,0.0,0.0,0.0,0.00997451501358193,1.0055690197529226,0.26899985830497997,0.005897068517406742,43.092962646484374,,,71.10288570566921
2016-07-11 00:00:00-04:00,44.068485260009766,44.202983674727555,43.84695402092215,44.068485260009766,8213900,0.0,0.0,0.0,0.00017956375703831462,0.8079008200640128,0.0,0.0048189250703227614,43.298668670654294,,,70.19628567971077
2016-07-12 00:00:00-04:00,43.997273309760736,44.06056578505808,43.8153032933999,43.83112716674805,15270800,0.0,0.0,0.0,-0.005386118716385946,0.5595623647211304,-0.16614614301268915,0.005714119010172556,43.489341735839844,,,65.3992747459044
2016-07-13 00:00:00-04:00,43.886505071982356,44.13176754049027,43.799475285829885,44.076385498046875,9398800,0.0,0.0,0.0,0.005595528729292809,0.7539008721010309,0.18988042606451927,0.006119367504169374,43.678432083129884,,,67.14801318364943
2016-07-14 00:00:00-04:00,44.05266138449667,44.321661232027914,43.98936588244431,44.068485260009766,15486400,0.0,0.0,0.0,-0.0001792396982610578,0.7540430482759224,0.01582387551309239,0.0058977061318287475,43.81767959594727,,,64.94281061599011
2016-07-15 00:00:00-04:00,44.10013301103595,44.27418960548864,43.98145545373559,44.068485260009766,10722200,0.0,0.0,0.0,0.0,0.6642709637644127,-0.03164775102618478,0.0038850929500931423,43.86119499206543,43.1871114730835,,81.10068101912944
2016-07-18 00:00:00-04:00,44.06847533899665,44.100123082898065,43.949797808413834,44.02100372314453,9656800,0.0,0.0,0.0,-0.0010774488068987509,0.34148534056527247,-0.047471615852117566,0.003914520434874414,43.92053298950195,43.27295398712158,,82.08223739126679
2016-07-19 00:00:00-04:00,43.89442058529236,43.98936080932617,43.77574605977392,43.98936080932617,5295600,0.0,0.0,0.0,-0.0007188140010928601,0.4856054864679028,0.09494022403381308,0.0027567526257504995,43.95217933654785,43.35048923492432,,79.68752746659435
2016-07-20 00:00:00-04:00,43.98144943641259,44.036831484083486,43.80738984767821,43.83112716674805,6073200,0.0,0.0,0.0,-0.003597088924842451,0.5234673421297265,-0.15032226966454232,0.0014524126523416832,43.964046478271484,43.414574241638185,,71.34509024929756
2016-07-21 00:00:00-04:00,43.76784036995354,43.79157467564411,43.53839868795858,43.70454788208008,6682400,0.0,0.0,0.0,-0.002887885684217495,0.5792897992415375,-0.06329248787346131,0.0015199295482416651,43.97195816040039,43.471143531799314,,51.89903547836489
2016-07-22 00:00:00-04:00,43.791555032534696,43.93396683898964,43.7361729987016,43.91023254394531,10602400,0.0,0.0,0.0,0.004706253052203957,0.4504504504504519,0.11867751141061689,0.0032614888129344206,43.95692405700684,43.524943351745605,,62.8692274984589
2016-07-25 00:00:00-04:00,43.87069115673167,43.9023389076233,43.66498379403166,43.86277770996094,4033400,0.0,0.0,0.0,-0.0010807238139055597,0.5411310591434303,-0.007913446770729138,0.003261580129069678,43.936353302001955,43.61751098632813,,55.66053184617764
2016-07-26 00:00:00-04:00,43.80739144347504,43.94189286278623,43.49092301926964,43.52256774902344,11737800,0.0,0.0,0.0,-0.007756233843353666,1.0361747177169132,-0.28482369445160316,0.004533661561283539,43.90549736022949,43.69741954803467,,45.19971455572914
2016-07-27 00:00:00-04:00,43.467179983069514,43.467179983069514,42.75512385867666,42.87379837036133,21562400,0.0,0.0,0.0,-0.014906505112549762,1.660818848476688,-0.5933816127081855,0.007380341487795183,43.785238647460936,43.73183536529541,,35.20190822954031
2016-07-28 00:00:00-04:00,43.12697884682593,43.14280272034382,42.74721493668222,43.06368637084961,10873800,0.0,0.0,0.0,0.004428998775614756,0.9186110549267391,-0.06329247597631849,0.008405591957528019,43.68475875854492,43.75121917724609,,28.275385065574213
2016-07-29 00:00:00-04:00,43.119069880580454,43.340598081148876,43.03204008232989,43.277305603027344,9262200,0.0,0.0,0.0,0.0049605421685947615,0.7129787645499797,0.15823572244688933,0.00846384984021632,43.60564079284668,43.73341789245605,,34.176913886731526
2016-08-01 00:00:00-04:00,43.245659340906464,43.41180549704182,43.119071362218264,43.32477569580078,14918200,0.0,0.0,0.0,0.0010968818902190591,0.6756737458468306,0.07911635489431745,0.008633317466176226,43.536017990112306,43.72827548980713,,39.04092284879699
2016-08-02 00:00:00-04:00,43.34059477020404,43.427624561806084,43.07950841349307,43.261478424072266,11733500,0.0,0.0,0.0,-0.001460994793670678,0.8046792689343375,-0.07911634613177654,0.008106280676034918,43.463229751586915,43.70770454406738,,30.854826018142944
2016-08-03 00:00:00-04:00,43.332682104818794,43.332682104818794,42.90544661434436,43.02412414550781,13290800,0.0,0.0,0.0,-0.005486504095809641,0.9930138008841686,-0.3085579593109813,0.004334674009794098,43.38252944946289,43.67328796386719,,27.85198033178385
2016-08-04 00:00:00-04:00,43.09533384467321,43.29312773525006,42.98456974884542,43.11906814575195,8943200,0.0,0.0,0.0,0.0022067619534342775,0.7155952103641076,0.02373430107873986,0.003955041933761227,43.32398147583008,43.647969818115236,,30.644910427379145
2016-08-05 00:00:00-04:00,43.293130774997685,43.411805306819154,43.103247298749686,43.190277099609375,12028500,0.0,0.0,0.0,0.001651449275682948,0.7144154397478014,-0.10285367538831025,0.0031718500019806157,43.25198593139648,43.60445499420166,,33.22683706070288
2016-08-08 00:00:00-04:00,43.372252503483466,43.40390025646195,43.0083123985184,43.1428108215332,8057700,0.0,0.0,0.0,-0.0010990037865860058,0.9169264830239335,-0.22944168195026293,0.0030631996459486942,43.17998924255371,43.55817127227783,,33.01587301587301
2016-08-09 00:00:00-04:00,43.14280418261411,43.43554132547424,43.14280418261411,43.277305603027344,7840900,0.0,0.0,0.0,0.003117432057232028,0.6764218307519951,0.13450142041323687,0.0034854899601892302,43.1554630279541,43.530480194091794,,38.78195667661382
2016-08-10 00:00:00-04:00,43.39597805331656,43.522566021593455,43.34850945152225,43.43553924560547,7303600,0.0,0.0,0.0,0.003656272967397012,0.4007238613684718,0.03956119228890742,0.001851777725219578,43.21163711547852,43.49843788146973,,44.62003249998092
2016-08-11 00:00:00-04:00,43.657067435566226,43.657067435566226,43.41971537230895,43.43553924560547,8083000,0.0,0.0,0.0,0.0,0.5464466825545169,-0.22152818996075752,0.0020178771274972935,43.248822402954104,43.46679058074951,,39.65544187036341
2016-08-12 00:00:00-04:00,43.514659094237565,43.63333664446004,43.483011345098845,43.58586502075195,8783800,0.0,0.0,0.0,0.003460893493147932,0.34489461041927233,0.07120592651438784,0.002212492345687751,43.27967834472656,43.442659568786624,,44.22444397413886
2016-08-15 00:00:00-04:00,43.6412437996242,43.712449720798176,43.47509765625,43.47509765625,8568200,0.0,0.0,0.0,-0.002541359783710062,0.5459494684172476,-0.16614614337419908,0.002724234916489369,43.29471054077148,43.415364265441895,,48.90512875559138
2016-08-16 00:00:00-04:00,43.41180908901584,43.41972253601733,43.277310670947756,43.285221099853516,6712100,0.0,0.0,0.0,-0.0043674785482440415,0.3290080573714754,-0.12658798916232428,0.0035661889350127813,43.29708480834961,43.38015727996826,,62.03732226165763
2016-08-17 00:00:00-04:00,43.26938349420991,43.46717735314539,43.11115082153735,43.40388488769531,12552000,0.0,0.0,0.0,0.0027414388751314522,0.8202642056793595,0.1345013934854009,0.0033513735677064213,43.33506088256836,43.358795166015625,,60.38633277353204
2016-08-18 00:00:00-04:00,43.47510193563103,43.60168991705683,43.47510193563103,43.55421829223633,6683700,0.0,0.0,0.0,0.003463593291936684,0.2906445951490413,0.07911635660529726,0.0037250107946636517,43.3785758972168,43.351278686523436,,58.79402707345498
